report_date,position_date,period,crop_year,mix_sugar_pct,mix_sugar_pct_prev,mix_ethanol_pct,mix_ethanol_pct_prev,crush_kt,crush_kt_prev,crush_yoy_pct,sugar_production_kt,sugar_production_kt_prev,sugar_production_yoy_pct,ethanol_total_ml,ethanol_total_ml_prev,ethanol_total_yoy_pct
2026-04-15,15/04/2026,1ª quinzena de abril de 2026,2026/2027,50.61,48.08,49.39,51.92,603667,617317,-2.21,40500,38000,6.6,28000,28500,-1.75
